"user_id","total_orders","lifetime_value","first_purchase_ts","last_purchase_ts"
"a842cb33","1","409.29","2019-10-09","2019-10-09"
"d68d2057","1","409.29","2019-10-24","2019-10-24"
"9d69f7a7","1","409.29","2019-10-15","2019-10-15"
"9d421c53","2","409.29","2019-08-30","2019-09-21"
"68e6d414","1","409.29","2019-09-24","2019-09-24"
"f9f35210","1","409.29","2019-09-23","2019-09-23"
"f03d032a","1","409.28","2020-03-05","2020-03-05"
"9469e787","1","409.09","2020-06-03","2020-06-03"
"34578cad","1","409.07","2019-01-12","2019-01-12"
"6f46dff7","1","409.03","2020-02-14","2020-02-14"
"c446a628","1","408.66","2021-02-11","2021-02-11"
"58463e1a","1","408.58","2019-09-08","2019-09-08"
"0fb6f6ac","1","408.30","2020-12-05","2020-12-05"
"a1d53cb5","1","408.20","2020-02-25","2020-02-25"
"376f5979","1","408.20","2020-02-06","2020-02-06"
"e8cc256d","1","408.20","2020-05-06","2020-05-06"
"e78c5153","1","408.20","2020-03-10","2020-03-10"
"d6065e0a","1","408.20","2020-04-13","2020-04-13"
"7ff48614","1","408.20","2020-02-27","2020-02-27"
"5288a79d","1","408.20","2020-04-26","2020-04-26"
"553f6d65","1","408.20","2020-03-24","2020-03-24"
"13ded36a","1","408.20","2020-04-23","2020-04-23"
"da279f3e","1","408.20","2020-10-26","2020-10-26"
"91ed143d","1","408.20","2020-03-05","2020-03-05"
"73ffee06","1","408.20","2020-03-11","2020-03-11"
"87b6901f","1","408.20","2020-02-14","2020-02-14"
"e1dc386d","1","408.20","2020-04-01","2020-04-01"
"a5e03511","1","408.20","2020-03-01","2020-03-01"
"1fdbc96d","1","408.20","2020-04-24","2020-04-24"
"71d23265","1","408.20","2020-05-07","2020-05-07"
"ab35c183","1","408.00","2020-05-20","2020-05-20"
"82348f6f","1","408.00","2020-05-05","2020-05-05"
"1ad1e83c","1","408.00","2019-04-12","2019-04-12"
"2b63d056","1","408.00","2020-08-13","2020-08-13"
"7c4b3fec","1","408.00","2020-10-04","2020-10-04"
"50f82541","1","408.00","2020-06-18","2020-06-18"
"bd699f34","1","408.00","2020-07-26","2020-07-26"
"975469a9","1","408.00","2020-10-15","2020-10-15"
"4d0a4ac4","1","408.00","2020-08-29","2020-08-29"
"03f25b33","1","408.00","2019-10-20","2019-10-20"
"ade22ef4","1","408.00","2020-12-13","2020-12-13"
"9ecf8e21","1","408.00","2020-10-29","2020-10-29"
"b6a9563e","1","408.00","2020-12-21","2020-12-21"
"ae998206","1","408.00","2020-09-20","2020-09-20"
"924dc57b","1","408.00","2020-09-24","2020-09-24"
"84fa84d9","1","408.00","2020-03-19","2020-03-19"
"ca648b8a","1","408.00","2020-01-21","2020-01-21"
"d0f1023b","1","408.00","2020-12-11","2020-12-11"
"0b64fea0","1","408.00","2020-03-18","2020-03-18"
"d64594f1","1","408.00","2020-02-16","2020-02-16"
"d0f3a00b","1","408.00","2020-07-29","2020-07-29"
"eaa7d531","1","408.00","2020-09-12","2020-09-12"
"4cfb9dab","1","408.00","2019-10-10","2019-10-10"
"98a7e5a3","1","408.00","2020-05-24","2020-05-24"
"af31f40a","1","408.00","2020-02-16","2020-02-16"
"50542a90","1","408.00","2020-03-21","2020-03-21"
"03593c4e","1","408.00","2020-03-23","2020-03-23"
"fb8d2b26","1","408.00","2020-05-09","2020-05-09"
"e7f04c42","1","408.00","2021-02-02","2021-02-02"
"149c569a","1","408.00","2019-11-11","2019-11-11"
"6b30a9c5","1","408.00","2020-03-06","2020-03-06"
"d5958e49","1","408.00","2020-10-11","2020-10-11"
"12c53873","1","408.00","2020-03-21","2020-03-21"
"43961d48","1","408.00","2020-12-04","2020-12-04"
"1f8791d6","1","408.00","2019-04-09","2019-04-09"
"133fee48","1","408.00","2020-02-01","2020-02-01"
"23155607","1","408.00","2020-06-12","2020-06-12"
"75fdaac2","1","408.00","2020-06-15","2020-06-15"
"63e24213","1","408.00","2021-02-23","2021-02-23"
"a5318a08","1","408.00","2020-04-21","2020-04-21"
"afda4ee5","1","408.00","2019-09-16","2019-09-16"
"f44f8602","1","408.00","2020-09-19","2020-09-19"
"38941549","1","408.00","2020-09-14","2020-09-14"
"63e1e7e5","1","408.00","2020-04-10","2020-04-10"
"de69bcff","1","408.00","2020-04-14","2020-04-14"
"a062076c","2","408.00","2020-08-01","2020-08-23"
"d54a40f0","1","408.00","2020-10-17","2020-10-17"
"60e274eb","1","408.00","2020-09-27","2020-09-27"
"f0edb856","1","408.00","2020-11-28","2020-11-28"
"0ab78995","1","408.00","2020-02-15","2020-02-15"
"deef01b9","1","408.00","2019-07-18","2019-07-18"
"dbaa8666","1","408.00","2020-02-20","2020-02-20"
"e5da6d2c","1","408.00","2019-10-11","2019-10-11"
"4d35246c","1","408.00","2020-07-21","2020-07-21"
"4e8c8e98","1","408.00","2020-06-23","2020-06-23"
"7c03f034","1","408.00","2020-05-17","2020-05-17"
"6dcd78e9","1","408.00","12-31-2020 01:54:40","12-31-2020 01:54:40"
"a700cc3a","1","408.00","2020-05-05","2020-05-05"
"f6332d30","1","408.00","2020-05-05","2020-05-05"
"5524e91f","1","408.00","2020-02-22","2020-02-22"
"2c5f499e","1","408.00","2020-05-10","2020-05-10"
"7897db2d","1","408.00","2021-02-02","2021-02-02"
"49ee0b42","1","408.00","2019-04-03","2019-04-03"
"ac2b82d3","1","408.00","2020-05-18","2020-05-18"
"cc0ef5e4","1","408.00","2020-12-15","2020-12-15"
"064fd7a8","1","408.00","2020-01-24","2020-01-24"
"ad19d990","1","408.00","2020-05-12","2020-05-12"
"e843758b","1","408.00","2020-09-03","2020-09-03"
"60fcc0a6","1","408.00","2019-12-01","2019-12-01"
"82a7b168","1","408.00","2020-02-10","2020-02-10"
"a37200d6","1","408.00","2020-12-20","2020-12-20"
"5a4c4a88","1","408.00","2019-09-20","2019-09-20"
"7c26ee8c","1","408.00","2020-03-29","2020-03-29"
"43cd7949","1","408.00","2020-05-09","2020-05-09"
"3b945adc","1","408.00","2020-08-15","2020-08-15"
"4d8d9747","1","408.00","2019-10-11","2019-10-11"
"be45a43f","1","408.00","2019-03-31","2019-03-31"
"a857ed3a","1","408.00","2020-06-16","2020-06-16"
"15827421","1","408.00","2020-07-31","2020-07-31"
"19965f03","1","408.00","2020-12-08","2020-12-08"
"4a697356","1","408.00","2019-04-07","2019-04-07"
"c20e401b","1","408.00","2019-02-14","2019-02-14"
"a1ea72bd","1","408.00","2019-02-12","2019-02-12"
"498f768a","1","408.00","2020-03-20","2020-03-20"
"d373e335","1","408.00","2020-03-26","2020-03-26"
"f033e7b0","1","408.00","2020-04-28","2020-04-28"
"7dccd52e","1","408.00","2020-07-02","2020-07-02"
"46efc89b","2","408.00","2019-01-05","2019-05-10"
"fab257b7","1","408.00","2019-04-20","2019-04-20"
"0bca043d","1","408.00","2020-04-26","2020-04-26"
"444bf0ad","1","408.00","2019-10-10","2019-10-10"
"4,05E+288","1","408.00","2020-04-14","2020-04-14"
"19c37726","1","408.00","2020-02-15","2020-02-15"
"15ef090e","1","408.00","2019-07-10","2019-07-10"
"daceb57f","1","408.00","2020-07-30","2020-07-30"
"42f99eff","1","408.00","2019-05-31","2019-05-31"
"ba3c87d4","1","408.00","2019-10-28","2019-10-28"
"7ec77c51","1","408.00","2019-03-11","2019-03-11"
"2f8532ce","1","408.00","2020-08-23","2020-08-23"
"7ec22269","1","408.00","2020-05-19","2020-05-19"
"53b9c5c0","1","408.00","2020-02-24","2020-02-24"
"97155797","1","408.00","2020-10-28","2020-10-28"
"866660d5","1","408.00","2020-04-19","2020-04-19"
"8d8a307e","1","408.00","2019-02-16","2019-02-16"
"53b95be9","1","408.00","2020-04-18","2020-04-18"
"be9000a2","1","408.00","2020-02-25","2020-02-25"
"a8ff75cc","1","408.00","2020-10-03","2020-10-03"
"09f67e02","1","408.00","2020-04-14","2020-04-14"
"d045783d","1","408.00","2020-03-09","2020-03-09"
"f0a5710f","1","408.00","2020-06-22","2020-06-22"
"3cd5e001","1","408.00","2020-06-28","2020-06-28"
"e46cabf4","1","408.00","2020-05-24","2020-05-24"
"75b17c56","1","408.00","2019-06-14","2019-06-14"
"4642688b","1","408.00","2019-03-22","2019-03-22"
"0d6dd42e","1","408.00","2020-04-11","2020-04-11"
"7fe09fe2","1","408.00","2020-04-08","2020-04-08"
"6cdb6cdb","1","408.00","2020-06-10","2020-06-10"
"b0e6ba02","1","408.00","2020-05-01","2020-05-01"
"e5ee386a","1","408.00","2020-04-17","2020-04-17"
"b124e39f","1","408.00","2019-02-21","2019-02-21"
"dcda46e0","1","408.00","2020-06-10","2020-06-10"
"c46b834b","1","408.00","2020-03-09","2020-03-09"
"2371dfd4","1","408.00","2020-06-26","2020-06-26"
"7f85b916","1","408.00","2019-05-12","2019-05-12"
"d375d803","1","407.95","2020-09-28","2020-09-28"
"e16fcab5","1","407.92","2020-08-06","2020-08-06"
"6237606b","1","407.81","2020-06-21","2020-06-21"
"50b31476","1","407.81","2020-06-20","2020-06-20"
"4cc28e9a","1","407.81","2020-04-21","2020-04-21"
"a44be6b6","2","407.58","2020-03-30","2020-04-06"
"69b91bdf","1","407.35","2019-09-19","2019-09-19"
"0582cb5f","1","407.28","2019-03-28","2019-03-28"
"35436d38","1","407.22","2019-12-31","2019-12-31"
"a6b1a724","1","407.22","2020-02-09","2020-02-09"
"1b4cf646","1","407.22","2020-03-15","2020-03-15"
"7d9e8cfe","1","407.22","2020-02-02","2020-02-02"
"a94ff45e","1","407.22","2019-12-26","2019-12-26"
"b81a2c8f","1","407.22","2020-01-20","2020-01-20"
"7bab8b2b","1","406.72","2020-08-19","2020-08-19"
"93e36dc7","1","406.72","2020-08-20","2020-08-20"
"e77accbd","1","406.72","2020-10-22","2020-10-22"
"92595dcd","1","406.66","2020-10-01","2020-10-01"
"92af265b","1","406.30","2019-09-13","2019-09-13"
"26cc87a9","1","406.22","2020-04-25","2020-04-25"
"96e0e6ba","1","406.22","2020-04-24","2020-04-24"
"cc7fe993","1","406.22","2020-05-10","2020-05-10"
"cc7cf854","1","406.22","2020-12-10","2020-12-10"
"fd64a1cc","1","406.22","2020-05-22","2020-05-22"
"91fd9c93","2","405.92","2020-12-05","2020-12-05"
"6eb2ad87","1","405.64","2019-09-29","2019-09-29"
"0140329f","1","405.53","2020-06-26","2020-06-26"
"1f1bea15","1","405.53","2020-06-08","2020-06-08"
"aba91834","1","405.53","2020-04-24","2020-04-24"
"02256ccc","1","405.53","2020-03-27","2020-03-27"
"bd21fbfc","1","405.53","2020-06-30","2020-06-30"
"14aed1a0","1","405.53","2020-03-30","2020-03-30"
"026c8361","1","405.53","2020-04-19","2020-04-19"
"ccb1cbed","1","405.53","2020-03-29","2020-03-29"
"f0af6dbd","1","405.53","2020-04-30","2020-04-30"
"2544f5fe","1","405.53","2020-04-12","2020-04-12"
"35df2292","1","405.53","2020-05-27","2020-05-27"
"4ffc2f08","1","405.53","2020-06-07","2020-06-07"
"2f06dad1","1","405.53","2020-04-21","2020-04-21"
"7f7daeac","1","405.53","2020-03-20","2020-03-20"
"3d282fc9","1","405.53","2020-05-04","2020-05-04"
"8c554b4d","1","405.53","2020-04-15","2020-04-15"
"3098e5ce","1","405.53","2020-05-06","2020-05-06"
"960459ba","1","405.53","2020-06-22","2020-06-22"
"093c3f18","1","405.53","2020-06-28","2020-06-28"
"f940bece","1","405.53","2020-03-22","2020-03-22"
"902dd392","1","405.53","2020-05-15","2020-05-15"
"10e9bc51","1","405.53","2020-04-30","2020-04-30"
"a4f55f83","1","405.53","2020-05-26","2020-05-26"
"eeeee260","1","405.53","2020-05-20","2020-05-20"
"a35af059","1","405.53","2020-06-04","2020-06-04"
"85f3deff","1","405.46","2019-01-15","2019-01-15"
"ff90e79e","1","405.33","2021-01-06","2021-01-06"
"27ba7726","1","405.19","2019-03-07","2019-03-07"
"c478974a","1","404.97","2020-09-15","2020-09-15"
"cc629c55","1","404.97","2020-08-23","2020-08-23"
"5ed3f80f","1","404.97","2020-07-19","2020-07-19"
"ffe3d628","1","404.97","2020-08-16","2020-08-16"
"9ae30ed3","1","404.97","2020-09-18","2020-09-18"
"637ace39","1","404.84","2019-09-02","2019-09-02"
"928c4cd3","1","404.78","2020-05-09","2020-05-09"
"f055021a","1","404.78","2020-02-15","2020-02-15"
"a40d12b9","1","404.78","2020-02-07","2020-02-07"
"a5363547","1","404.72","2020-08-29","2020-08-29"
"e4a66307","1","404.72","2020-03-20","2020-03-20"
"94cf8a34","1","404.69","2020-04-28","2020-04-28"
"4a15822b","1","404.52","2020-12-13","2020-12-13"
"382e9a06","1","404.28","2019-10-25","2019-10-25"
"6deec708","1","404.10","2020-03-30","2020-03-30"
"890fb9d0","1","404.06","2020-05-03","2020-05-03"
"4734de8c","2","403.98","2019-11-20","2020-05-04"
"fcc10a22","2","403.93","2020-04-10","2020-05-12"
"5bca8295","1","403.88","2019-02-02","2019-02-02"
"d8a85219","1","403.88","2019-04-04","2019-04-04"
"b1263da0","1","403.60","2019-03-16","2019-03-16"
"276fed6d","1","403.52","2020-10-22","2020-10-22"
"d5c4acd1","1","403.52","2020-11-16","2020-11-16"
"c859c10f","1","403.52","2020-08-20","2020-08-20"
"0a2df4ff","1","403.40","2020-12-22","2020-12-22"
"b53ad2c9","1","403.25","2020-04-22","2020-04-22"
"917853ea","1","403.25","2020-03-26","2020-03-26"
"de9ee4a6","1","403.25","2020-03-19","2020-03-19"
"cc951569","1","403.25","2020-04-21","2020-04-21"
"0ad8201f","2","403.25","2020-04-24","2020-06-08"
"667a78cc","1","403.25","2020-03-19","2020-03-19"
"fbefc25d","1","403.25","2020-05-17","2020-05-17"
"7734c529","1","403.25","2020-02-23","2020-02-23"
"43b90322","1","402.74","2020-11-15","2020-11-15"
"5075cd78","1","402.54","2020-07-19","2020-07-19"
"acd84728","1","402.42","2020-03-17","2020-03-17"
"8115384f","1","402.42","2019-02-23","2019-02-23"
"eefe91e4","1","402.36","2020-03-15","2020-03-15"
"11c04589","1","401.96","2019-10-03","2019-10-03"
"667be6c0","1","401.88","2020-08-24","2020-08-24"
"4a8aea7f","1","401.82","2020-06-04","2020-06-04"
"2a724b93","1","401.81","2019-03-30","2019-03-30"
"eede3f17","2","401.74","2019-04-01","2019-04-27"
"2e56838a","1","401.70","2020-02-09","2020-02-09"
"3,46E+221","1","401.53","2020-02-22","2020-02-22"
"722883d8","1","401.53","2020-04-26","2020-04-26"
"8a6d3ce9","1","401.53","2020-04-03","2020-04-03"
"c03f138a","1","401.53","2020-04-08","2020-04-08"
"8ee927c7","1","401.53","2020-02-29","2020-02-29"
"de9ec9c6","1","401.53","2020-05-10","2020-05-10"
"f0fd8ca9","1","401.53","2020-04-07","2020-04-07"
"a9d7cfe8","1","401.53","2020-06-01","2020-06-01"
"ac6202a0","1","401.53","2020-02-27","2020-02-27"
"d16e7e1e","1","401.53","2020-05-19","2020-05-19"
"349c7a46","1","401.53","2020-05-21","2020-05-21"
"792159d2","1","401.53","2020-04-09","2020-04-09"
"ba0ff6fb","1","401.53","2020-05-09","2020-05-09"
"9ba707f5","1","401.53","2020-05-28","2020-05-28"
"c525ff28","1","401.53","2020-04-14","2020-04-14"
"8f110b1d","1","401.53","2020-03-27","2020-03-27"
"d84d2cb0","1","401.53","2020-03-06","2020-03-06"
"0de83b7d","1","401.53","2020-05-17","2020-05-17"
"93ae9104","1","401.53","2020-04-14","2020-04-14"
"360a6139","1","401.53","2020-03-29","2020-03-29"
"e0ad7546","1","401.53","2020-04-07","2020-04-07"
"3d942479","1","401.53","2020-03-09","2020-03-09"
"994e3cab","1","401.53","2020-03-30","2020-03-30"
"a77717c0","1","401.53","2020-05-21","2020-05-21"
"b3a5f00f","1","401.53","2020-04-25","2020-04-25"
"0084abc5","1","401.53","2020-04-09","2020-04-09"
"15d1250f","1","401.53","2020-03-27","2020-03-27"
"7432ff19","1","401.53","2020-05-07","2020-05-07"
"d934602b","1","401.53","2020-04-15","2020-04-15"
"79756569","1","401.53","2020-05-17","2020-05-17"
"568bd780","1","401.53","2020-04-24","2020-04-24"
"fea68d76","1","401.38","2020-01-25","2020-01-25"
"f3a2c600","1","401.34","2019-05-11","2019-05-11"
"40134030","1","400.84","2020-03-05","2020-03-05"
"02635c14","1","400.69","2019-06-17","2019-06-17"
"30844512","1","400.06","2019-09-24","2019-09-24"
"ec093a04","1","399.75","2019-08-13","2019-08-13"
"31cd12d8","1","399.74","2020-08-13","2020-08-13"
"2a691f52","2","399.67","2020-10-20","2020-12-13"
"0c6ace27","1","399.63","2019-08-28","2019-08-28"
"cb6ab0a3","1","399.42","2019-09-20","2019-09-20"
"a3ff23ec","2","399.21","2019-07-07","2020-05-21"
"4967b620","1","399.04","2020-10-20","2020-10-20"
"948e3060","1","399.04","2020-02-11","2020-02-11"
"08fbf491","1","399.00","2020-11-11","2020-11-11"
"74e88d23","1","398.58","2019-04-20","2019-04-20"
"40972ca7","1","398.46","2020-05-12","2020-05-12"
"b798b732","1","398.46","2020-05-04","2020-05-04"
"a3852466","1","398.22","2020-06-29","2020-06-29"
"29d0238f","1","398.22","2020-07-05","2020-07-05"
"a85dbdd2","1","398.22","2020-09-09","2020-09-09"
"2049b12e","1","398.22","2020-06-16","2020-06-16"
"bad92330","1","398.22","2020-07-24","2020-07-24"
"fd07a23d","1","398.22","2020-06-13","2020-06-13"
"5f206131","1","398.11","2019-12-31","2019-12-31"
"7a9cb1bc","1","398.10","2019-02-03","2019-02-03"
"daa52157","1","398.08","2020-03-20","2020-03-20"
"894d6523","1","397.89","2020-04-17","2020-04-17"
"61b0b6eb","1","397.62","2020-01-31","2020-01-31"
"2554e9f3","1","397.54","2020-12-21","2020-12-21"
"4eed1e07","1","397.07","2019-05-21","2019-05-21"
"4b9b8573","1","397.06","2020-03-15","2020-03-15"
"abe72fbd","1","396.66","2020-11-28","2020-11-28"
"a7cafc7a","1","395.94","2020-10-11","2020-10-11"
"63d07663","1","395.54","2019-06-01","2019-06-01"
"3183d3c3","1","395.54","2019-05-14","2019-05-14"
"c00335d0","1","395.16","2020-12-16","2020-12-16"
"0ac90672","1","394.99","2019-06-11","2019-06-11"
"947dc32a","1","394.99","2019-06-03","2019-06-03"
"d9dc20ac","1","394.97","2020-04-21","2020-04-21"
"d23cedb9","1","394.95","2020-11-17","2020-11-17"
"6c20c5b4","1","394.62","2019-11-11","2019-11-11"
"5b5b24af","1","394.59","2019-06-13","2019-06-13"
"10ff5dfb","1","394.59","2020-04-25","2020-04-25"
"5005e9e8","1","394.50","2019-11-17","2019-11-17"
"9640c2fc","1","394.47","2019-09-25","2019-09-25"
"ced93f5a","1","394.38","2019-01-01","2019-01-01"
"71d08806","1","394.26","2020-10-17","2020-10-17"
"376fb1b5","1","394.16","2019-09-16","2019-09-16"
"c972f319","1","394.02","2020-08-27","2020-08-27"
"d6a32d9d","1","394.01","2020-01-29","2020-01-29"
"62101628","1","393.73","2020-08-05","2020-08-05"
"77a59623","1","393.68","2019-11-14","2019-11-14"
"707fca9c","1","393.63","2019-05-08","2019-05-08"
"44f6c611","1","393.56","2019-06-02","2019-06-02"
"8aabca57","1","393.56","2019-03-23","2019-03-23"
"17bca4c6","1","393.56","2019-04-09","2019-04-09"
"234ea880","1","393.56","2019-04-20","2019-04-20"
"a0c83490","1","393.42","2019-09-16","2019-09-16"
"6dbabd24","1","393.33","2019-06-15","2019-06-15"
"3ab9b33f","1","393.16","2021-01-16","2021-01-16"
"1b6ca4cc","1","393.16","2019-11-29","2019-11-29"
"a94b625e","1","393.08","2020-11-11","2020-11-11"
"aae2c89a","1","393.05","2020-02-03","2020-02-03"
"ff820f21","1","392.88","2019-04-08","2019-04-08"
"dc57cdda","1","392.56","2020-08-22","2020-08-22"
"6f800949","1","392.54","2020-04-30","2020-04-30"
"330bbee2","2","392.40","2019-04-16","2019-05-27"
"faed8743","1","392.30","2019-04-23","2019-04-23"
"2,69E+05","1","392.30","2020-03-31","2020-03-31"
"9d583cd5","1","392.30","2020-08-29","2020-08-29"
"35774d46","1","392.20","2020-12-16","2020-12-16"
"1ba38235","2","392.04","2019-02-14","2020-04-16"
"fcba0031","1","391.96","2020-08-06","2020-08-06"
"fab63d82","1","391.40","2020-06-15","2020-06-15"
"676381c4","1","391.39","2020-11-05","2020-11-05"
"846fa5dd","1","391.02","2019-03-09","2019-03-09"
"6923c5eb","1","390.83","2020-10-17","2020-10-17"
"4,91E+10","1","390.70","2020-11-25","2020-11-25"
"97502033","1","390.59","2020-06-01","2020-06-01"
"04744aee","1","390.59","2020-05-10","2020-05-10"
"94dfec76","1","390.59","2020-05-11","2020-05-11"
"0e028ba7","1","390.50","2020-06-07","2020-06-07"
"d5368a6c","2","390.39","2019-09-07","2019-11-04"
"b06fa99a","1","390.24","2020-04-28","2020-04-28"
"49d59ad4","1","390.15","2019-11-28","2019-11-28"
"8531df3e","1","390.04","2020-07-17","2020-07-17"
"8c0235a7","1","389.92","2019-09-25","2019-09-25"
"cad9ed40","2","389.86","2019-11-29","2020-05-24"
"98b379a0","1","389.63","2019-08-27","2019-08-27"
"103945c2","1","389.56","2020-10-25","2020-10-25"
"617e0cf2","1","389.53","2020-03-20","2020-03-20"
"e513fc91","1","389.46","2019-06-01","2019-06-01"
"de43e7ca","1","389.34","2019-01-15","2019-01-15"
"bd19825d","1","388.92","2019-04-02","2019-04-02"
"5ee71b91","2","388.90","2020-05-20","2020-06-17"
"1ebcba50","1","388.68","2020-06-23","2020-06-23"
"41f265e5","1","388.53","2020-06-12","2020-06-12"
"d1dc42da","1","388.53","2020-07-04","2020-07-04"
"1ba5afd1","1","388.53","2020-06-19","2020-06-19"
"b6b21f59","1","388.53","2020-05-09","2020-05-09"
"3fb5ba62","1","388.53","2020-07-08","2020-07-08"
"7bd9a515","1","388.53","2020-07-22","2020-07-22"
"fcfb7017","1","388.53","2020-05-29","2020-05-29"
"1abeb960","1","388.36","2020-05-03","2020-05-03"
"7332ab0a","1","388.32","2019-09-24","2019-09-24"
"ad614ffb","1","388.32","2019-09-15","2019-09-15"
"bd82d3a9","1","388.30","2020-06-22","2020-06-22"
"b53d6bff","1","388.04","2020-04-02","2020-04-02"
"4e1de993","2","388.04","2020-11-20","2020-11-20"
"15d3f74f","1","388.02","2020-06-02","2020-06-02"
"4520bef2","1","387.60","2020-05-30","2020-05-30"
"d9ac31f0","1","387.60","2020-07-12","2020-07-12"
"67f84a8b","1","387.60","2020-08-22","2020-08-22"
"0d7bd2b1","2","387.40","2020-09-01","2020-09-01"
"df94e089","2","387.40","2020-08-23","2020-08-23"
"497d9049","1","387.38","2019-11-19","2019-11-19"
"39239d66","1","387.38","2019-12-24","2019-12-24"
"8ee09127","1","387.38","2019-12-16","2019-12-16"
"348df7b4","1","387.38","2019-11-07","2019-11-07"
"2c78c554","1","387.36","2019-12-30","2019-12-30"
"1f5adb0e","1","387.36","2020-01-25","2020-01-25"
"c76090e4","1","387.36","2019-12-02","2019-12-02"
"d845e828","1","387.36","2020-02-19","2020-02-19"
"8ea2ce92","2","387.35","2020-01-23","2020-02-15"
"17441ed0","1","386.82","2019-04-01","2019-04-01"
"a66cdabc","1","386.82","2019-06-14","2019-06-14"
"c77e70cb","1","386.82","2019-09-16","2019-09-16"
"3b788064","1","386.70","2020-11-12","2020-11-12"
"9c78d42c","1","386.66","2020-03-20","2020-03-20"
"4495dbd6","1","386.64","2020-08-05","2020-08-05"
"3de7b255","1","386.57","2020-03-27","2020-03-27"
"8021567d","1","386.57","2020-03-21","2020-03-21"
"3b502083","1","386.56","2020-02-21","2020-02-21"
"01b90099","1","386.53","2021-02-26","2021-02-26"
"cb39a886","2","386.38","2020-09-25","2020-09-25"
"5f226ca1","1","386.25","2019-10-03","2019-10-03"
"5a3beadf","1","386.08","2020-04-16","2020-04-16"
"6ff5d1ba","2","385.88","2020-07-02","2020-07-02"
"25b59d90","1","385.64","2020-10-09","2020-10-09"
"08a04afa","1","385.23","2020-05-22","2020-05-22"
"eea08f07","1","385.11","2020-09-13","2020-09-13"
"e262768a","1","385.11","2020-11-04","2020-11-04"
"29133c92","1","385.06","2020-04-04","2020-04-04"
"c6d8db84","1","385.01","2019-07-11","2019-07-11"
"8c42cc0b","1","385.00","2019-08-23","2019-08-23"
"c32c5891","1","384.96","2019-12-03","2019-12-03"
"cd4feb84","1","384.96","2019-11-11","2019-11-11"
"a489803a","1","384.96","2019-10-11","2019-10-11"
"87360c00","1","384.88","2020-09-18","2020-09-18"
"7f335b2d","1","384.83","2019-10-11","2019-10-11"
"628ed951","1","384.83","2019-09-05","2019-09-05"
"95d2f2ea","1","384.83","2019-07-12","2019-07-12"
"11208c1f","1","384.77","2019-06-13","2019-06-13"
"546fb704","1","384.77","2021-02-09","2021-02-09"
"27fd1dad","1","384.52","2020-02-19","2020-02-19"
"0b3f6951","1","384.36","2019-05-18","2019-05-18"
"062faecb","1","384.34","2019-04-14","2019-04-14"
"6673da92","1","384.26","2020-05-26","2020-05-26"
"ba3bf127","1","384.00","2020-03-17","2020-03-17"
"d0149dd4","1","384.00","2020-09-14","2020-09-14"
"037cb0df","1","384.00","2019-04-15","2019-04-15"
"61c35959","1","384.00","2019-07-08","2019-07-08"
"5590d5d9","1","384.00","2019-03-16","2019-03-16"
"6e807ccd","1","384.00","2021-02-09","2021-02-09"
"b666d990","1","384.00","2019-11-08","2019-11-08"
"68180ea0","1","384.00","2019-05-31","2019-05-31"
"45479b0c","1","384.00","2020-10-15","2020-10-15"
"7d73eeb2","1","384.00","2019-03-27","2019-03-27"
"4b3cad61","2","384.00","2019-11-24","2019-11-24"
"02fde662","1","384.00","2020-09-10","2020-09-10"
"918a8dc5","1","384.00","2019-10-25","2019-10-25"
"e4edb5e4","1","384.00","2020-07-10","2020-07-10"
"629fa6d8","1","384.00","2020-06-15","2020-06-15"
"d2e220cc","1","384.00","2020-09-03","2020-09-03"
"4d5977cc","1","384.00","2019-04-20","2019-04-20"
"5be46316","1","384.00","2019-04-27","2019-04-27"
"f5a00af1","1","384.00","2019-06-06","2019-06-06"
"b318af89","1","384.00","2019-03-10","2019-03-10"
"b2f7491c","1","384.00","2020-04-06","2020-04-06"
"afd0bbc9","2","384.00","2019-11-21","2019-11-21"
"0a43bd3b","1","384.00","2020-10-18","2020-10-18"
"6d65576f","1","384.00","2021-02-13","2021-02-13"
"25c408e6","1","384.00","2019-06-15","2019-06-15"
"8e8d2597","1","384.00","2019-08-28","2019-08-28"
"bd84c8ad","1","384.00","2020-04-30","2020-04-30"
"f33140b7","1","384.00","2020-07-17","2020-07-17"
"786d5efc","1","384.00","2020-11-20","2020-11-20"
"3b5968e7","1","384.00","2019-07-19","2019-07-19"
"83f49957","1","384.00","2020-08-06","2020-08-06"
"692c927d","1","384.00","2020-07-17","2020-07-17"
"847bfcf0","1","384.00","2020-04-22","2020-04-22"
"ab8fce4e","1","384.00","2019-06-12","2019-06-12"
"7032e6dc","1","384.00","2019-05-07","2019-05-07"
"aa988aed","1","384.00","2019-04-06","2019-04-06"
"ca38362d","1","384.00","2019-12-15","2019-12-15"
"28192bf0","1","384.00","2020-11-19","2020-11-19"
"f103d190","1","384.00","2020-03-16","2020-03-16"
"6009625b","1","384.00","2019-08-12","2019-08-12"
"c99d2d48","1","384.00","2020-04-14","2020-04-14"
"e8e2ece0","1","384.00","2019-05-12","2019-05-12"
"758dad87","1","384.00","2020-07-08","2020-07-08"
"93796980","1","384.00","2019-05-06","2019-05-06"
"c854286e","1","384.00","2020-08-15","2020-08-15"
"fe68a0b2","1","384.00","2020-01-22","2020-01-22"
"3352f4f3","1","384.00","2020-05-02","2020-05-02"
"29f66cbb","1","384.00","2020-07-09","2020-07-09"
"5517d060","1","384.00","2020-06-02","2020-06-02"
