"user_id","total_orders","lifetime_value","customer_segment"
"4c470422","1","112.79","1 order"
"4c4783d5","1","29.98","1 order"
"4c49896e","1","168.00","1 order"
"4c499732","1","283.55","1 order"
"4c4c422c","1","24.00","1 order"
"4c540177","1","26.23","1 order"
"4c5a9370","1","152.04","1 order"
"4c637147","1","168.00","1 order"
"4c68a1cd","1","23.42","1 order"
"4c762add","1","64.25","1 order"
"4c763ae9","1","442.16","1 order"
"4c774789","1","160.90","1 order"
"4c7a83eb","1","140.98","1 order"
"4c7a9e06","1","24.00","1 order"
"4c7f9491","1","21.87","1 order"
"4c83a707","1","1530.00","1 order"
"4c84c9f1","1","149.42","1 order"
"4c85af44","1","312.00","1 order"
"4c866460","1","150.27","1 order"
"4c8fd244","1","169.42","1 order"
"4c921ad8","1","1473.66","1 order"
"4c930994","1","447.92","1 order"
"4c935019","1","480.00","1 order"
"4c942ff3","1","168.00","1 order"
"4c9542b8","1","168.00","1 order"
"4c9797a8","1","24.40","1 order"
"4c97ae9f","1","469.95","1 order"
"4c9f9724","1","162.92","1 order"
"4ca1bcc4","1","63.52","1 order"
"4ca253a1","1","411.36","1 order"
"4ca71d41","2","376.30","2-3 orders"
"4ca92b6b","1","177.11","1 order"
"4ca9e295","1","49.98","1 order"
"4cb0e8c1","1","175.22","1 order"
"4cb5006a","2","99.96","2-3 orders"
"4cbf0174","1","480.00","1 order"
"4cc16057","1","150.41","1 order"
"4cc1ee1a","1","22.23","1 order"
"4cc28e9a","1","407.81","1 order"
"4cc39858","1","168.00","1 order"
"4cc98d2a","1","16.09","1 order"
"4ccd1154","1","168.00","1 order"
"4cd00668","1","168.00","1 order"
"4cd61eae","1","1530.00","1 order"
"4cd7b87b","1","21.76","1 order"
"4cd8fec4","1","432.00","1 order"
"4cdcda04","1","167.98","1 order"
"4cdd73f7","1","49.98","1 order"
"4ce00f6d","1","168.00","1 order"
"4ce3061a","3","694.82","2-3 orders"
"4ce9d1c9","1","168.00","1 order"
"4cf27491","2","960.00","2-3 orders"
"4cf27efb","1","168.00","1 order"
"4cf87c3a","1","142.63","1 order"
"4cf8dbe9","1","181.02","1 order"
"4cfb9dab","1","408.00","1 order"
"4d017b19","1","49.98","1 order"
"4d079f97","1","168.00","1 order"
"4d0a3983","1","142.80","1 order"
"4d0a4ac4","1","408.00","1 order"
"4d0a6b38","1","16.04","1 order"
"4d19a848","1","164.42","1 order"
"4d1c4a59","1","1800.00","1 order"
"4d1ca798","1","168.00","1 order"
"4d1ced62","1","21.74","1 order"
"4d1e7a1c","1","1937.14","1 order"
"4d1f2cd3","1","480.00","1 order"
"4d209f59","1","439.93","1 order"
"4d258bd3","1","179.22","1 order"
"4d2822b3","1","160.61","1 order"
"4d2838e6","1","480.00","1 order"
"4d2de894","3","2076.36","2-3 orders"
"4d2e01a8","1","158.90","1 order"
"4d2ea614","1","480.00","1 order"
"4d302cc3","1","153.59","1 order"
"4d35246c","1","408.00","1 order"
"4d366e81","1","120.98","1 order"
"4d36bab5","1","24.00","1 order"
"4d4ee888","1","168.00","1 order"
"4d57eaf7","1","153.34","1 order"
"4d580819","1","142.80","1 order"
"4d5977cc","1","384.00","1 order"
"4d5f3a6e","1","168.00","1 order"
"4d63661e","1","66.78","1 order"
"4d6df606","1","168.00","1 order"
"4d6ebcd3","2","350.44","2-3 orders"
"4d7175ac","1","168.00","1 order"
"4d74d247","1","165.10","1 order"
"4d76b287","1","422.72","1 order"
"4d7996dc","1","142.80","1 order"
"4d7a05cc","1","17.67","1 order"
"4d7bdcf3","1","168.00","1 order"
"4d7fcc58","1","168.00","1 order"
"4d80b615","1","168.00","1 order"
"4d8b5b59","1","1800.00","1 order"
"4d8c4876","1","168.00","1 order"
"4d8d474f","1","168.00","1 order"
"4d8d9747","1","408.00","1 order"
"4d8f4e44","1","168.00","1 order"
"4d93ac2b","1","485.11","1 order"
"4d96aad4","1","328.52","1 order"
"4d9b3d7f","1","2001.65","1 order"
"4d9cb395","1","161.14","1 order"
"4d9de207","1","168.00","1 order"
"4d9e7de4","1","24.00","1 order"
"4da64721","1","192.76","1 order"
"4db5080e","1","164.88","1 order"
"4db56f13","1","142.80","1 order"
"4db57acf","1","1018.30","1 order"
"4db5dd8c","1","24.00","1 order"
"4db63d89","1","480.00","1 order"
"4db9b917","1","25.49","1 order"
"4dbb33dc","1","1386.00","1 order"
"4dc24356","1","24.16","1 order"
"4dc2bfd1","1","145.91","1 order"
"4dc5dbc8","1","168.00","1 order"
"4dc83226","1","24.00","1 order"
"4dc9972c","2","432.00","2-3 orders"
"4dc9a500","1","349.23","1 order"
"4dd095ad","1","158.32","1 order"
"4dd152f0","1","168.00","1 order"
"4ddefaa1","1","168.00","1 order"
"4de1e754","1","605.28","1 order"
"4de4a0e0","1","24.00","1 order"
"4de66ceb","1","480.00","1 order"
"4de77112","1","23.32","1 order"
"4de7d1d1","1","1800.00","1 order"
"4deca644","1","16.19","1 order"
"4ded5913","1","416.75","1 order"
"4dedad39","1","22.00","1 order"
"4df0f2df","1","49.98","1 order"
"4df652fc","1","21.49","1 order"
"4dfb8db9","2","462.38","2-3 orders"
"4dff7161","1","24.00","1 order"
"4e0554bb","1","20.39","1 order"
"4e05de55","1","1209.60","1 order"
"4e14d932","1","1393.84","1 order"
"4e15544e","1","16.72","1 order"
"4e16e2fc","1","168.00","1 order"
"4e181c3f","1","172.97","1 order"
"4e187b3d","2","2684.72","2-3 orders"
"4e1968e0","2","195.96","2-3 orders"
"4e1d8f9c","1","168.00","1 order"
"4e1de993","2","388.04","2-3 orders"
"4e211da9","1","134.40","1 order"
"4e26925f","1","153.55","1 order"
"4e28b7d8","1","181.02","1 order"
"4e2e209c","1","153.34","1 order"
"4e2f2018","1","168.00","1 order"
"4e33a92d","1","168.00","1 order"
"4e382f1d","1","1530.00","1 order"
"4e38311a","1","1355.76","1 order"
"4e3883e5","1","146.59","1 order"
"4e3fb14d","1","134.40","1 order"
"4e46b2eb","1","179.22","1 order"
"4e483ac8","1","262.03","1 order"
"4e509da2","1","24.00","1 order"
"4e5a41b3","1","146.02","1 order"
"4e5bc39a","1","1800.00","1 order"
"4e63e3f7","2","336.00","2-3 orders"
"4e6700e7","1","24.26","1 order"
"4e6b431b","1","168.00","1 order"
"4e6bd677","1","46.10","1 order"
"4e737803","1","168.00","1 order"
"4e74ec34","2","960.00","2-3 orders"
"4e789316","1","480.00","1 order"
"4e794fb2","1","365.68","1 order"
"4e7e43f2","1","480.00","1 order"
"4e800bb3","2","336.00","2-3 orders"
"4e8484ed","1","153.35","1 order"
"4e84dad3","1","19.20","1 order"
"4e851c2a","1","24.10","1 order"
"4e85eaa5","2","504.00","2-3 orders"
"4e863a99","1","153.36","1 order"
"4e8999b6","1","480.00","1 order"
"4e8c8e98","1","408.00","1 order"
"4e98b529","1","384.00","1 order"
"4e9973d6","1","168.00","1 order"
"4e9d125b","1","128.25","1 order"
"4e9d12ce","1","148.05","1 order"
"4e9f6eca","1","24.00","1 order"
"4ea0a229","1","171.65","1 order"
"4ea1a1d5","1","168.00","1 order"
"4ea7fddb","1","178.74","1 order"
"4ea9582b","1","480.00","1 order"
"4ea96fdf","1","168.00","1 order"
"4eac00f5","1","150.35","1 order"
"4eaf245d","2","46.48","2-3 orders"
"4eb24f70","1","168.00","1 order"
"4eb32b1d","1","168.00","1 order"
"4ebb13c2","1","23.98","1 order"
"4ec4f787","1","1530.00","1 order"
"4ec555a5","1","168.00","1 order"
"4ec815b3","1","463.30","1 order"
"4eccf97e","1","451.63","1 order"
"4ece5b7c","1","152.33","1 order"
"4ed06c7d","1","24.94","1 order"
"4edf91ea","1","142.80","1 order"
"4ee06afc","1","25.67","1 order"
"4ee21b7c","1","168.00","1 order"
"4ee29752","1","168.00","1 order"
"4ee34eec","1","168.00","1 order"
"4ee8845f","1","152.51","1 order"
"4ee9fc0e","1","409.32","1 order"
"4eeb4b4a","1","168.00","1 order"
"4eed1e07","1","397.07","1 order"
"4eed2dac","1","19.34","1 order"
"4eedd99e","1","167.76","1 order"
"4ef3c98a","1","24.00","1 order"
"4ef3cd49","1","159.12","1 order"
"4ef46a7b","1","150.67","1 order"
"4efad9f4","1","410.86","1 order"
"4efbd5ce","2","467.21","2-3 orders"
"4f07fb44","1","168.99","1 order"
"4f086b0c","1","168.00","1 order"
"4f1101d7","1","142.80","1 order"
"4f14b5a3","1","179.22","1 order"
"4f1538cb","2","48.00","2-3 orders"
"4f166c88","1","470.16","1 order"
"4f17c482","1","49.98","1 order"
"4f1806d3","1","480.00","1 order"
"4f1b5348","1","168.00","1 order"
"4f1b9c81","1","435.86","1 order"
"4f1dda90","1","138.93","1 order"
"4f21cf90","1","15.36","1 order"
"4f26f3c6","1","1586.77","1 order"
"4f28939f","2","300.00","2-3 orders"
"4f28c7fd","1","168.00","1 order"
"4f2a5421","1","24.00","1 order"
"4f2a9e4a","1","168.00","1 order"
"4f2f4fcd","1","13.98","1 order"
"4f315023","1","157.72","1 order"
"4f3a8a01","1","148.05","1 order"
"4f3b15bd","1","24.25","1 order"
"4f3d0b25","2","336.00","2-3 orders"
"4f3e6574","1","181.01","1 order"
"4f3f6144","1","425.71","1 order"
"4f41f227","1","480.00","1 order"
"4f4594d5","1","22.98","1 order"
"4f4a0f7d","1","425.71","1 order"
"4f561c26","1","349.91","1 order"
"4f56c3c0","1","168.00","1 order"
"4f59b5a7","1","24.00","1 order"
"4f5aadca","1","23.97","1 order"
"4f5bbf7b","1","168.00","1 order"
"4f63a4da","1","480.00","1 order"
"4f65b0a7","1","168.00","1 order"
"4f679051","1","168.00","1 order"
"4f6941a2","1","480.00","1 order"
"4f6a8f0f","1","169.72","1 order"
"4f6c577c","1","179.22","1 order"
"4f79383f","1","24.00","1 order"
"4f7b9d28","1","922.37","1 order"
"4f819775","1","24.00","1 order"
"4f833c99","1","439.20","1 order"
"4f837802","1","19.06","1 order"
"4f864442","1","22.23","1 order"
"4f8d10cc","1","24.00","1 order"
"4f90c3b0","1","168.00","1 order"
"4f910e2b","1","445.00","1 order"
"4f9138ce","1","148.05","1 order"
"4f91bdc5","1","166.44","1 order"
"4f9b2a39","1","167.40","1 order"
"4f9e7612","1","515.37","1 order"
"4fa0f395","1","168.00","1 order"
"4fa3334a","2","48.00","2-3 orders"
"4fa40944","1","168.00","1 order"
"4fa5c35b","1","24.00","1 order"
"4fa83166","1","20.40","1 order"
"4faf03bf","1","142.80","1 order"
"4fb199fb","1","480.00","1 order"
"4fb2c307","1","142.80","1 order"
"4fb73aab","1","1800.00","1 order"
"4fb7699e","1","152.51","1 order"
"4fbb1ec0","1","1440.00","1 order"
"4fbb4def","1","23.98","1 order"
"4fbb540e","1","360.00","1 order"
"4fbc1e8d","2","271.66","2-3 orders"
"4fbde18f","1","134.40","1 order"
"4fc0183b","1","485.13","1 order"
"4fc20424","1","168.00","1 order"
"4fc9c5da","1","480.00","1 order"
"4fcc6955","1","16.48","1 order"
"4fdb3f34","1","168.00","1 order"
"4fdc8a5d","1","168.00","1 order"
"4fdd8499","1","25.58","1 order"
"4fe0b4b6","1","24.00","1 order"
"4fec50a9","2","375.54","2-3 orders"
"4fed635f","1","184.90","1 order"
"4fede86e","1","168.00","1 order"
"4ff3ef89","2","623.88","2-3 orders"
"4ff63ae0","1","168.00","1 order"
"4ff7f586","1","24.00","1 order"
"4ffc03db","1","19.28","1 order"
"4ffc2f08","1","405.53","1 order"
"4ffd84a6","1","13.61","1 order"
"4fffccc2","1","160.61","1 order"
"5,09E+19","1","24.00","1 order"
"5,14E+75","1","1220.21","1 order"
"5,37E+13","2","960.00","2-3 orders"
"5,37E+90","1","480.00","1 order"
"5,48E+39","1","24.00","1 order"
"5,53E+52","1","24.00","1 order"
"5,60E+11","1","1097.10","1 order"
"5,63E+77","1","480.00","1 order"
"5,68E+65","1","1800.00","1 order"
"5,80E+90","1","384.00","1 order"
"5,83E+14","1","168.00","1 order"
"500069b9","1","120.21","1 order"
"5000ab2d","1","13.98","1 order"
"50018057","1","165.36","1 order"
"5002a180","1","19.20","1 order"
"5003a85c","1","153.34","1 order"
"5005e9e8","1","394.50","1 order"
"5008b046","1","433.54","1 order"
"500abfb6","1","153.39","1 order"
"500d2ea1","1","169.62","1 order"
"50134054","1","168.00","1 order"
"50153f09","1","148.67","1 order"
"5015cace","1","19.36","1 order"
"5017dd58","1","141.95","1 order"
"501e5afe","1","166.02","1 order"
"501e9b78","1","168.00","1 order"
"50282f49","2","213.22","2-3 orders"
"502ae134","1","158.90","1 order"
"50324077","2","960.00","2-3 orders"
"50332f3a","1","480.00","1 order"
"50345cda","1","150.44","1 order"
"503995af","1","24.00","1 order"
"50410542","1","168.00","1 order"
"504d58dc","1","142.80","1 order"
"504e60b9","1","315.22","1 order"
"5052dc82","1","160.34","1 order"
"50542a90","1","408.00","1 order"
"5055ccdd","1","480.00","1 order"
"50592faf","2","417.82","2-3 orders"
"505b6a22","1","168.99","1 order"
"505d3499","1","480.00","1 order"
"505dfa39","1","23.62","1 order"
"5061b2d0","1","168.00","1 order"
"50648c68","1","24.00","1 order"
"506854da","2","336.00","2-3 orders"
"5069a9df","1","825.08","1 order"
"506f3091","1","150.00","1 order"
"50706d79","1","168.00","1 order"
"5071fb21","1","24.28","1 order"
"5075b9f4","2","418.73","2-3 orders"
"5075cd78","1","402.54","1 order"
"5078ae56","1","435.24","1 order"
"5078ea0e","1","210.46","1 order"
"5080735a","1","168.00","1 order"
"5082698e","1","168.00","1 order"
"50838a7e","1","490.92","1 order"
"5088fb09","1","1679.72","1 order"
"509950ed","1","25.39","1 order"
"509b8c49","1","282.99","1 order"
"509ea068","1","24.00","1 order"
"50a31662","1","127.15","1 order"
"50a3d190","3","449.10","2-3 orders"
"50a47587","1","84.00","1 order"
"50a5f909","1","168.00","1 order"
"50b010a7","1","314.12","1 order"
"50b01746","1","168.00","1 order"
"50b04f12","1","168.00","1 order"
"50b08506","2","1005.68","2-3 orders"
"50b2d1c9","1","21.25","1 order"
"50b31476","1","407.81","1 order"
"50bbe376","2","48.00","2-3 orders"
"50bd7602","1","148.67","1 order"
"50c079ff","1","326.22","1 order"
"50c11ea9","1","154.76","1 order"
"50c89ce2","1","168.00","1 order"
"50d368ad","1","168.00","1 order"
"50db2359","1","168.00","1 order"
"50dcfb9d","1","168.00","1 order"
"50e0683b","1","168.99","1 order"
"50e08bc1","1","147.51","1 order"
"50e17f0a","2","912.76","2-3 orders"
"50e6959e","1","153.07","1 order"
"50ea66af","1","24.00","1 order"
"50ebb171","1","480.00","1 order"
"50f287a1","1","1333.22","1 order"
"50f45435","1","168.00","1 order"
"50f61127","1","139.56","1 order"
"50f82541","1","408.00","1 order"
"50ff8867","1","168.00","1 order"
"510473c8","1","168.00","1 order"
"51076aaf","1","479.24","1 order"
"5108d54b","1","151.81","1 order"
"510f1160","1","146.59","1 order"
"51116d81","1","480.00","1 order"
"5114d615","1","412.00","1 order"
"5116edc2","1","480.00","1 order"
"51198aff","1","54.01","1 order"
"511b5e51","1","24.00","1 order"
"511b77d4","1","168.00","1 order"
"5120e978","2","1548.04","2-3 orders"
"5120f9d1","1","23.56","1 order"
"5122920","1","168.00","1 order"
"51250a42","1","23.50","1 order"
"5126e2ec","1","168.00","1 order"
"51287327","1","24.00","1 order"
"512a0fc2","1","49.98","1 order"
"5130cba5","1","168.00","1 order"
"5133015b","1","1800.00","1 order"
"5137fe47","1","438.17","1 order"
"5138dc53","1","168.00","1 order"
"5139d298","1","364.32","1 order"
"513a30fd","1","170.24","1 order"
"513e6500","1","168.00","1 order"
"5140af22","2","48.00","2-3 orders"
"5141754f","1","18.09","1 order"
"51455b67","1","168.00","1 order"
"51455ff2","1","153.34","1 order"
"5150ad24","1","168.00","1 order"
"51544b8b","1","18.27","1 order"
"515a416b","1","168.00","1 order"
"515a52a5","1","168.00","1 order"
"515b269d","1","168.00","1 order"
"515bfd3a","1","960.00","1 order"
"515f5c4a","1","312.00","1 order"
"5163d9f2","2","285.60","2-3 orders"
"51677fbd","1","168.00","1 order"
"5169d7da","1","168.00","1 order"
"516a4a0e","1","318.88","1 order"
"516e22e8","1","24.00","1 order"
"516ea24f","1","177.11","1 order"
"51702524","1","91.02","1 order"
"51754de6","2","46.48","2-3 orders"
"51783846","1","152.83","1 order"
"51798bb3","1","171.65","1 order"
"517cb261","1","123.13","1 order"
"517e5195","1","359.98","1 order"
"5181fa53","1","313.84","1 order"
"518478fc","1","335.58","1 order"
"518fe2a1","1","473.95","1 order"
"51900a26","1","322.77","1 order"
"519308bb","1","168.00","1 order"
"5193d763","1","412.00","1 order"
"5196702b","1","168.00","1 order"
"519c28e4","1","24.00","1 order"
"51a13728","1","168.00","1 order"
"51a1aac2","1","168.00","1 order"
"51adafbd","1","24.00","1 order"
"51af5c99","1","16.59","1 order"
"51c908a3","2","489.66","2-3 orders"
"51cad85a","1","1198.00","1 order"
"51ce96f3","1","168.00","1 order"
"51cef8e6","1","168.00","1 order"
"51d0e087","2","196.88","2-3 orders"
"51d22b67","1","20.07","1 order"
"51d2329f","1","24.00","1 order"
"51d366a4","1","168.00","1 order"
"51d36ba1","1","445.28","1 order"
"51d49291","1","22.33","1 order"
"51d79e52","1","168.00","1 order"
"51de8610","1","24.00","1 order"
"51e63bcc","1","168.00","1 order"
"51e7843a","1","431.27","1 order"
"51f9de10","1","179.22","1 order"
"51fbecca","1","24.00","1 order"
"51ff1a43","1","168.00","1 order"
"5200187c","1","168.00","1 order"
"5201dd31","1","360.00","1 order"
"52038408","1","168.00","1 order"
"52046875","1","480.00","1 order"
"52076ec1","1","24.00","1 order"
"5208eba2","1","22.00","1 order"
"52153104","1","423.88","1 order"
"52198045","1","155.42","1 order"
"521d3741","1","168.00","1 order"
"52209620","2","369.80","2-3 orders"
"52222f58","1","15.36","1 order"
"5223d620","1","160.34","1 order"
"5225d83d","1","480.00","1 order"
"5227cd1d","1","21.74","1 order"
"52318a68","1","155.42","1 order"
"5231d2b2","1","24.00","1 order"
"52371a7d","1","480.00","1 order"
"523aa4ce","2","336.00","2-3 orders"
"523af387","1","142.80","1 order"
"523b7826","1","168.00","1 order"
"523c75ad","1","153.08","1 order"
"523de012","1","459.52","1 order"
"5246f277","1","168.00","1 order"
"524b4279","1","14.71","1 order"
"524bd58d","1","24.00","1 order"
"524c7a6a","1","146.59","1 order"
"524e87eb","1","142.80","1 order"
"52539d62","1","24.00","1 order"
"525a6f9e","1","22.23","1 order"
"525caa03","1","168.00","1 order"
"525e657e","1","168.00","1 order"
"52623a19","1","168.00","1 order"
"52649d76","1","168.00","1 order"
"5267a535","1","142.80","1 order"
"52691d0e","3","648.00","2-3 orders"
"5270a2c2","1","480.00","1 order"
"52715d95","1","424.38","1 order"
"5271eb00","1","139.20","1 order"
"52720324","1","480.00","1 order"
"52757fbe","1","62.86","1 order"
"5276bb1f","1","168.00","1 order"
"527755a0","1","351.94","1 order"
"527987bf","1","416.75","1 order"
"527c553a","1","168.00","1 order"
"52826c15","1","365.34","1 order"
"528457bb","1","1010.70","1 order"
"5288a79d","1","408.20","1 order"
"528cb093","1","168.00","1 order"
"528dce8c","1","159.12","1 order"
"528e3ee2","1","21.66","1 order"
"5292b9fb","1","1800.00","1 order"
"5294464","1","152.04","1 order"
"529a45ab","1","161.88","1 order"
"529c2691","1","168.00","1 order"
"529c3726","1","24.00","1 order"
"529fa354","1","467.18","1 order"
"52a39bf0","2","354.22","2-3 orders"
"52a430cb","1","434.34","1 order"
"52a51df9","1","365.34","1 order"
"52a5f671","1","168.00","1 order"
"52a7da40","1","230.26","1 order"
"52b3dd8d","1","1018.30","1 order"
"52b8124e","2","318.24","2-3 orders"
"52be3d22","1","168.00","1 order"
"52c6843e","1","168.00","1 order"
"52c9831a","1","1665.60","1 order"
"52cea287","1","168.00","1 order"
"52d1743c","1","148.31","1 order"
"52d281c9","1","168.00","1 order"
"52d2d955","1","24.00","1 order"
"52d9eb86","1","168.00","1 order"
"52da7657","1","168.00","1 order"
"52daa657","1","21.60","1 order"
"52df0d16","1","798.00","1 order"
"52e2062d","1","102.88","1 order"
"52e9bb4c","1","24.00","1 order"
"52ee53b4","1","1198.00","1 order"
"52f04d27","1","142.80","1 order"
"52f13565","1","480.00","1 order"
"52f5321c","1","153.26","1 order"
"5307adda","1","147.59","1 order"
"5308b03a","1","2004.90","1 order"
"530945c5","1","168.00","1 order"
"5309ddf9","1","168.00","1 order"
"53114439","1","159.73","1 order"
"53148c17","2","2396.00","2-3 orders"
"5316cca1","1","168.00","1 order"
"531f1f94","1","168.00","1 order"
"5324032f","1","168.00","1 order"
"532b8bd3","1","24.00","1 order"
"532cd28e","1","134.40","1 order"
"532cf743","1","168.00","1 order"
"532d6121","1","168.00","1 order"
"533a5921","1","439.20","1 order"
"533ae13c","1","24.00","1 order"
"533c5f8b","1","150.77","1 order"
"53404f00","1","39.03","1 order"
"5343ecb9","2","326.08","2-3 orders"
"53479f8d","1","459.52","1 order"
"534b7a7e","1","164.88","1 order"
"5350def7","1","167.40","1 order"
"53526696","1","190.46","1 order"
"5355da16","1","19.35","1 order"
"536602f2","2","960.00","2-3 orders"
"536a2992","1","134.40","1 order"
"536fe1a9","1","359.98","1 order"
"53722aae","1","168.00","1 order"
"5374fcb9","2","336.00","2-3 orders"
"53775fb7","1","24.00","1 order"
"537a57fd","1","436.46","1 order"
"537cf895","1","382.82","1 order"
"537fb078","1","24.00","1 order"
"5380822f","1","480.00","1 order"
"53823b7a","1","19.41","1 order"
"53829dcd","1","139.04","1 order"
"538739c4","1","153.34","1 order"
"5388da12","2","189.94","2-3 orders"
"5388ec72","1","168.00","1 order"
"5389ca18","1","154.30","1 order"
"538f23fa","1","469.16","1 order"
"5394f5b7","1","160.34","1 order"
"53951d44","1","168.00","1 order"
"539544f9","1","480.00","1 order"
"5395b093","1","168.00","1 order"
"5398738d","2","28.02","2-3 orders"
"539a6ddd","1","22.52","1 order"
"539eb1e5","1","480.00","1 order"
"539ec882","1","168.00","1 order"
"53b0d020","1","24.00","1 order"
"53b27994","1","25.99","1 order"
"53b49c4b","1","126.00","1 order"
"53b54b81","1","1661.92","1 order"
"53b79d62","1","410.86","1 order"
"53b95be9","1","408.00","1 order"
"53b9c5c0","1","408.00","1 order"
"53b9ffcd","1","24.00","1 order"
"53bca66d","1","153.91","1 order"
"53bd6d18","1","168.00","1 order"
"53bfdfec","1","360.78","1 order"
"53c4ddb2","1","834.24","1 order"
"53c70985","1","480.00","1 order"
"53c741ef","1","146.59","1 order"
"53cb17e7","1","1455.36","1 order"
"53cbfaf4","2","48.50","2-3 orders"
"53cc28e5","1","24.00","1 order"
"53cf1243","1","177.11","1 order"
"53d25feb","2","321.22","2-3 orders"
"53d26364","1","158.02","1 order"
"53d35e1b","1","24.00","1 order"
"53daedbd","2","48.00","2-3 orders"
"53ddfe01","1","168.00","1 order"
"53df3320","1","23.22","1 order"
"53e1a5b2","1","168.30","1 order"
"53e8de45","1","16.09","1 order"
"53edccfd","1","175.74","1 order"
"53f166df","1","1088.47","1 order"
"53f3c023","1","21.85","1 order"
"53f63f80","1","168.00","1 order"
"53f8260a","1","153.34","1 order"
"540c1ce3","1","24.00","1 order"
"540f2aaa","1","142.80","1 order"
"54110081","1","1198.00","1 order"
"5416a9cf","1","24.00","1 order"
"541751db","1","371.77","1 order"
"54182f32","2","426.08","2-3 orders"
"54210798","1","16.40","1 order"
"54252bab","2","38.28","2-3 orders"
"542952a5","1","168.00","1 order"
"542e455b","1","168.00","1 order"
"542eaa2a","1","168.00","1 order"
"54340701","1","24.00","1 order"
"5434695e","1","168.00","1 order"
"543517b2","2","865.64","2-3 orders"
"5435ba17","1","168.00","1 order"
"54368461","1","187.25","1 order"
"54376261","1","136.29","1 order"
"543801ed","2","1910.20","2-3 orders"
"54383ad3","2","838.10","2-3 orders"
"5438b3b6","1","134.70","1 order"
"543b84c6","1","22.52","1 order"
"544056b0","1","24.00","1 order"
"54407f09","2","865.44","2-3 orders"
"5444ffa9","1","506.46","1 order"
"54451bd0","1","24.00","1 order"
"544a4757","1","49.98","1 order"
"544e2edc","1","61.20","1 order"
"544e3aef","1","480.00","1 order"
"5456bb63","1","1284.28","1 order"
"54582f68","1","59.85","1 order"
"5459b297","1","134.40","1 order"
"545c06bd","1","1530.00","1 order"
"545cdb0a","1","1955.25","1 order"
"5467b743","1","168.00","1 order"
"546a3d60","2","299.40","2-3 orders"
"546eb571","1","168.00","1 order"
"546ee915","1","515.37","1 order"
"546fb704","1","384.77","1 order"
"546fd4fa","1","24.00","1 order"
"5470c6cc","1","19.35","1 order"
"54725621","2","1596.00","2-3 orders"
"54760765","1","49.98","1 order"
"54798fed","1","242.49","1 order"
"547a163a","1","24.00","1 order"
"547ab244","1","423.02","1 order"
"547c1088","1","168.00","1 order"
"547cfc4b","1","24.24","1 order"
"547f8921","1","168.00","1 order"
"54831169","1","22.22","1 order"
"5484f9ca","1","168.00","1 order"
"548d197b","1","168.00","1 order"
"5495121b","1","168.00","1 order"
"5496d195","1","23.44","1 order"
"54975b69","2","720.00","2-3 orders"
"54a5106c","1","168.00","1 order"
"54a8d4bb","1","151.76","1 order"
"54af5e2a","1","18.99","1 order"
"54b90f1f","1","23.98","1 order"
"54ccb8cd","1","24.26","1 order"
"54cd480d","1","539.44","1 order"
"54cd692c","1","362.96","1 order"
"54d0e1be","1","24.00","1 order"
"54d10cda","1","480.00","1 order"
"54d111b0","1","176.52","1 order"
"54d69a48","1","21.73","1 order"
"54d9455c","2","336.00","2-3 orders"
"54d94b95","1","168.00","1 order"
"54db33b8","1","149.58","1 order"
"54dd0f07","2","480.00","2-3 orders"
"54df8f4d","1","141.51","1 order"
"54e0d93a","1","168.00","1 order"
"54e8e3e5","1","168.00","1 order"
"54e93b5d","1","28.65","1 order"
"54ea657a","1","24.00","1 order"
"54f1eea6","1","23.06","1 order"
"54f25c37","1","24.25","1 order"
"54f72f5d","1","155.42","1 order"
"54f794f4","1","168.00","1 order"
"550b10fa","3","1983.17","2-3 orders"
"550bb397","1","165.96","1 order"
"550f92d4","1","24.00","1 order"
"55128106","1","23.00","1 order"
"5513b8bf","1","437.95","1 order"
"5517d060","1","384.00","1 order"
"551d6459","1","425.78","1 order"
"551f9b13","1","168.00","1 order"
"5524e91f","1","408.00","1 order"
"552adb8b","1","58.75","1 order"
"552b257f","1","177.02","1 order"
"552b6517","2","960.00","2-3 orders"
"553bcf46","1","417.74","1 order"
"553d00e9","1","168.00","1 order"
"553dbdb7","1","480.00","1 order"
"553ef8b1","1","24.00","1 order"
"553f6d65","1","408.20","1 order"
"553fe9b1","2","513.92","2-3 orders"
"553ffb1a","1","168.00","1 order"
"5540531a","1","25.49","1 order"
"5543607e","1","154.00","1 order"
"55460546","1","168.00","1 order"
"554a98f7","1","1052.11","1 order"
"554d4ea0","1","168.00","1 order"
"554e3fbc","1","168.00","1 order"
"5550e0d4","1","480.00","1 order"
"555c2d3f","1","1018.30","1 order"
"555eca81","1","0.00","1 order"
"5560a780","1","1162.06","1 order"
"556329a7","1","49.98","1 order"
"5568c7a9","1","480.00","1 order"
"556a42d1","1","24.88","1 order"
"556ab848","1","480.00","1 order"
"556b4201","1","155.42","1 order"
"557f6e98","1","115.82","1 order"
"55811bd3","1","18.20","1 order"
"558189ae","1","168.00","1 order"
"55855c7c","1","168.00","1 order"
"558708ac","1","168.00","1 order"
"558800ea","1","96.22","1 order"
"55884c47","1","278.05","1 order"
"5588ac98","1","1198.00","1 order"
"5589acfa","2","48.00","2-3 orders"
"558b1f1f","1","168.00","1 order"
"5590d5d9","1","384.00","1 order"
"5591d6f0","1","18.27","1 order"
"5597509","1","168.00","1 order"
"55980940","1","168.00","1 order"
"559a2530","1","480.00","1 order"
"559aa2be","1","353.08","1 order"
